id,content,disaster_types,themes,locations,format
3897593,"*UNICEF survey finds half of households with children in the region are putting less food on their plates.*  **PANAMA CITY, 17 October 2022 '** Three years on, many families in Latin America and the Caribbean are still struggling to bounce back from the pandemic, according to a regional survey conducted by UNICEF. During the pandemic, half of households with children in Latin America and the Eastern Caribbean reduced food portion sizes for adults, and one in ten reduced portion sizes for children.   Families are not only eating smaller portions but also skipping meals. In the survey, 15 per cent of households with children reported eating less than three meals per day, up from 8 per cent in 2019, before the pandemic.   'The shock of the pandemic is far from over. Many parents are still struggling to recover the jobs they lost during the pandemic and can't afford to put enough food on their children's plates. The most vulnerable families haven't bounced back, putting children's health and wellbeing at risk,' said Youssouf Abdel-Jelil, UNICEF Regional Director a.i. for Latin America and the Caribbean.   According to the survey, just 60 per cent of adults in households with children are working, down from 67 per cent before the pandemic. For many the work is precarious: 37 per cent of households with children rely on informal income.   While the most vulnerable families' needs persist, the survey found that just 24 per cent of households with children currently receive some form of government support, down from 43 per cent in 2020. Food, employment, and medical attention are the main demands of families.   'Families in Latin America and the Caribbean have been hit several times, not just by the socioeconomic impact of COVID-19, but also by rising inflation due to the crisis in Ukraine. Without support, even more families will be pushed into poverty.  Children must be at the heart of national social protection policies, to help them and their families recover and thrive,' Abdel-Jelil added.   UNICEF calls on governments to continue investing in children and giving their families the support they need to reduce the lifelong effects of poverty.  **Media contacts**  **Sendai Zea**   Communication Specialist (Emergencies)   UNICEF Latin America and the Caribbean   Tel: +507 6821 0843   Email:",['Epidemic'],"['Food and Nutrition', 'Health', 'Recovery and Reconstruction']",['World'],News and Press Release
3897248,"**I. Introduction**  1\. The present report is submitted pursuant to Security Council resolution [2645 (2022)]( (2022)), by which the Council extended to 15 July 2023 the mandate of the United Nations Integrated Office in Haiti (BINUH), in accordance with Council resolution [2476 (2019)]( (2019)) establishing BINUH, and adjusted the reporting requirements from 120 days to 90 days. The report includes significant developments that have occurred since my previous report ([S/2022/481]( )) and provides an update on the implementation of the BINUH mandate.   **II. Political issues and good governance**  2\. The current situation in Haiti demonstrates the extent to which political, security, development and humanitarian dimensions are intertwined and mutually reinforcing. Armed gangs have thrived in this environment, increasing their strength and influence. In recent weeks, a dramatic deterioration in security has paralysed the country. Criminal gangs have taken control of vital strategic installations, such as the international port in Port-au-Prince and the country's main fuel terminal at Varreux. The blockage of the fuel terminal has brought critical services, such as water distribution and sanitation, garbage collection, electricity and health centres, to a virtual standstill. In this context, there has been an emergence of cholera, and the current situation has created the perfect conditions for an exponential increase in cholera across the country.  3\. Following the first anniversary of the assassination of the former President, Jovenel Moïse, on 7 July, civil unrest increased around Port-au-Prince, Cap-Haïtien (North Department), Petit-Goâve (West Department) and Jacmel (South-East Department), with major demonstrations protesting rising inflation and acute fuel shortages and calling for the resignation of the Prime Minister, Ariel Henry.  4\. The announcement by the Prime Minister on 11 September to remove fuel subsidies triggered a new phase of violent unrest. Roadblocks were set up throughout the country, leading to a full lockdown across the capital and large urban centres. Concerted action by the police to clear roads began on 16 September when an alliance of criminal gangs in the capital took control of the nation's main fuel terminal at Varreux. Signatories of the various agreements shifted alliances in the face of these growing tensions, adding a new layer of complexity to efforts towards consensus.  5\. During the unrest, the Prime Minister expressed empathy for the human suffering and deplored the looting of essential goods and humanitarian aid. He encouraged Haitians not to be misled by violent political rhetoric, to resist vested interests and to come together for the good of the nation. He reiterated his call for a broad and open dialogue with all stakeholders and emphasized the Government's commitment to strengthening the national police, increasing customs revenues, improving the economy and reducing regressive fuel subsidies.  6\. Referring to the socioeconomic grievances underlying the protests, the Prime Minister outlined a six-point social policy plan for the 2022/223 State budget, using additional allocations collected through customs and subsidy reform. The plan consists of: (a) investment in agricultural development and infrastructure; (b) school feeding; (iii) the building of soup kitchens; (d) a fund for creating decent jobs; (e) the cleaning up of the streets; and (f) fiscal interventions that will help to offset the rising cost of living.  7\. Many of the country's leading political figures spoke out during the civil unrest; most urged people to remain calm, while some encouraged demonstrators with overtly inflammatory language directed against the United Nations and diplomatic missions. The Minister of Justice and Public Security issued a statement condemning the violence and promising to hold instigators accountable before the law.  8\. Limited progress was made towards reaching a Haitian-led agreement that would enable legislative and presidential elections within a consensual time frame, despite efforts by BINUH to bring key actors to the table. Prior to the unrest, government representatives and several civil society groups and political platforms had worked on broadening consensus for elections and a return to constitutional order. At the end of June, the tripartite committee composed of representatives of academia, faith-based organizations and the private sector issued a report on consultations held with over 170 political parties and civil society organizations, on ending the crisis. The report proposed a new power-sharing arrangement based on a transition period of up to two years.  9\. On 14, 15 and 18 July, the Prime Minister, Ariel Henry, convened an opening round of negotiations between signatories of the 11 September political agreement and leaders of the joint delegation of the Commission for a Haitian Solution to the Crisis (known as the Montana Group) and the Protocole d'entente nationale. According to statements issued by both sides, disagreement remained as to whether the executive branch should continue to be led by a Prime Minister alone or be replaced by a temporary, dual-headed leadership consisting of both a President and a Prime Minister. There are also diverging views over including new, additional stakeholders in the talks.  10\. The political stalemate prompted a group of private sector actors to come forward in an open letter dated 23 August, asking the Government to mobilize domestic revenue through tax collection, duties and customs as a means of further financing the national police. The call was welcomed by many who expressed support for business leaders to play an influential role in containing the economic fallout from the crisis.  11\. There has been no movement on a nomination process to renew the ninemember Provisional Electoral Council, a necessary step for holding elections and a key provision of the 11 September political agreement. As a result, long-term capital investment in the institution and valuable human resources are being jeopardized.  12\. In addition to dialogue efforts made within the country, regional organizations have shown their willingness to take a proactive role in assisting the Government of Haiti. At its forty-third regular meeting, held from 3 to 5 July in Paramaribo, the Conference of Heads of Government of the Caribbean Community (CARICOM) adopted a final communiqué expressing grave concern over the deteriorating security situation and confirming the region's willingness to assist in resolving the crisis, including through a fact-finding mission. Subsequently, the Government of Suriname hosted the fourth virtual meeting of the international partners of Haiti on 8 July with representatives of 17 Governments and international donors, where participants stressed the need for Haitian stakeholders to unite and chart a new way forward and urged contributions to the basket fund for security assistance to Haiti.  13\. At the request of the Government of Haiti, a special meeting of the Permanent Council of the Organization of American States (OAS) was convened on 17 August. The Minister for Foreign Affairs and Worship of Haiti called upon regional partners to support efforts against arms trafficking. He requested assistance to bolster the national police and urgently provide law enforcement equipment. That request was reiterated on 1 September by the acting Director General of the Haitian National Police at the United Nations Chiefs of Police Summit held at United Nations Headquarters in New York.  14\. Subsequently, on 7 October, confronted with the continuing blocking of the port, which the police were unable to stop, and the emergence of cholera, the Government issued a request for the immediate deployment of an international specialized force in sufficient numbers to stop the humanitarian crisis across the country, largely caused by the actions of armed gangs, and to allow for the distribution of fuel and water, the functioning and opening of hospitals and schools and the free circulation of goods and people. On 8 October 2022, the Secretary-General submitted a letter addressed to the President of the Security Council ([S/2022/747]( )) on options for enhanced security support to Haiti, as requested by the Security Council in resolution [2645 (2022)]( (2022)), following broad consultations by the Secretariat, including a visit to Haiti from 4 to 7 September for discussions with the Government.   15\. Throughout this period, BINUH and the United Nations system continued to support renewed dialogue through informal consultations and meetings to identify constructive voices from marginalized communities, women and youth across the political spectrum. In cooperation with Haitian civil society, BINUH and the United Nations Development Programme (UNDP) held a governance workshop in June on key challenges related to security, constitutional reform and elections. On 13 August, the United Nations supported a forum with LGBTIQ+ groups, people with disabilities, people living with HIV/AIDS and women's organizations, which focused on the political inclusion of marginalized communities. BINUH supported a civil society gathering on 25 August renewing dialogue with members of the Government, the remaining third of the Senate, signatories of the 11 September political agreement and leaders of the joint Montana Group-Protocole d'entente nationale initiative. The Department of Political and Peacebuilding Affairs of the Secretariat also supported the deployment of two dialogue experts to explore options in the current political context.","['Earthquake', 'Epidemic']","['Education', 'Food and Nutrition', 'Health', 'Peacekeeping and Peacebuilding', 'Protection and Human Rights', 'Recovery and Reconstruction', 'Shelter and Non-Food Items']",['Haiti'],UN Document
1862689,"**As the Pacific braces itself for another cyclone season, UN Women is leading efforts to ensure that women and girls are at the centre of disaster preparedness, response and recovery work.**  Date: 17 January 2017  'We were at home on the night of the cyclone, the wind was too strong…it ripped our house apart and we ran. While we were hiding in another house, a tree fell and ripped the roof open...We ran again and found shelter in our neighbour's house,' recalls Salote Tubuna, a Fiji Rakiraki market vendor and farmer. Before the night was over, her neighbour's house was damaged by Tropical Cyclone Winston and the family took cover under a bed, waiting for daylight.  For the people in the Pacific, the cyclone season, which officially started in November 2016 and runs until April 2017, triggers painful memories. In the last season, three Category 4 cyclones devastated the Pacific simultaneously. Now is the time to ensure that the needs and voices of women and girls are integrated at all levels of planning on disaster preparedness, response and recovery.  'Promoting gender equality and the protection of women, girls, boys and men go hand in hand,' says Aleta Miller, UN Women's representative at the Fiji Multi-Country Office. 'It must be at the forefront of humanitarian planning and response, otherwise we are failing the people of the Pacific.""  UN Women's Fiji Multi-Country Office provides leadership to the Pacific Humanitarian Protection Cluster, a regional mechanism that works on enhancing regional and national capacity for gender and protection-sensitive disaster preparedness, response and recovery in Pacific Island Countries. By bringing together UN agencies, regional and international organizations with local authorities to identify and fulfill the needs of impacted communities, the Pacific Humanitarian Protection Cluster aims to integrate gender and protection concerns into humanitarian response.  For example, in August 2016, UN Women organized and delivered the Pacific Regional Gender and Protection in Humanitarian Action training in partnership with the Gender Standby Capacity Project, managed by the Norwegian Refugee Council. The training brought together government agencies, international and national organizations providing services and humanitarian assistance from Fiji, Samoa, Tonga, Vanuatu and the Solomon Islands to discuss how women in all their diversity need to be part of all stages of emergency management. Since then, the participants have worked with UN Women to facilitate national trainings in their own countries, which have given further impetus for integrating gender and protection into all aspects of disaster planning and response mechanisms in their countries.  'Women are the first responders and a vital resource. You cannot do much without the wealth of knowledge that they have in the response, recovery and further development,' says Rothina Noka, the Gender and Protection Coordinator in the Vanuatu Government's Department of Women's Affairs. Rothina herself witnessed that when women were in leadership roles on Vanuatu's community disaster committees and part of decision-making, the needs of women, children and people with disabilities were more likely to be considered and met.  'We especially need to build the capacity of women so that when disaster strikes women can easily respond; they can be ready,' adds Solomon Islands' Under Secretary for Ministry of Women, Youth, Children and Family Affairs, Hugo Hebala.  The initiative has vital implications in the Pacific, where persisting gender inequalities often lead to additional vulnerabilities and different impacts for women and girls when disasters strike. The same inequalities can also shut out women's voices from decision-making processes that shape disaster preparedness, response and rebuilding efforts, and in some cases even restrict their mobility. For example, in the aftermath of Tropical Cyclone Pam, which devastated Vanuatu in March 2015, some women were discouraged from going to the evacuation centres by men, and widows and people with disabilities were forgotten in the distribution of food.  The Pacific Humanitarian Protection Cluster is taking steps towards ensuring that integrating gender and protection needs is the norm, rather than an option or afterthought.","['Flood', 'Storm Surge', 'Tropical Cyclone']",['Disaster Management'],"['Fiji', 'Samoa', 'Solomon Islands', 'Tonga', 'Vanuatu', 'World']",News and Press Release
3694731,"MANILA, December 7, 2020 ' Thousands of families remain internally displaced temporarily staying in designated evacuation centers and makeshift shelters after Super Typhoon Rolly (international name Goni) battered the Bicol region, followed by Typhoon Ulysses (international name Vamco) which caused further devastation and massive flooding to the rest of Luzon including Rizal, Cagayan, Isabela, Metro Manila, and neighboring provinces. Rolly, considered the strongest typhoon to hit the country this year, destroyed more than 100,000 houses while Ulysses brought heavy rains causing dams to release water, submerging many low-lying areas in Cagayan and Isabela.  One month after the twin typhoons, child-focused non-profit agency World Vision in coordination with the local government units and other humanitarian agencies have initially assisted over 27,000 affected people wherein nearly half of these are children in the Albay, Catanduanes, Rizal, Cagayan and Isabela.  'The needs of the families affected by two strong typhoons and the massive flooding in just a month are still significant. As most of the displaced families transition from evacuation centers to makeshift shelters, challenges still remain such as protection issues and lack of access to basic needs,"" shares World Vision National Director in the Philippines, Rommel Fuerte.  As of December 04, 2020, a total of 6,427 affected families or 27,400 individuals received support in the form of hygiene kits, shelter kits, household non-food items, food packs, and maternity kits. World Vision targets to complete its reach of 10,000 families in the next two months.  World Vision also implements its extensive relief operations in Catanduanes and Albay with the help of United Nations Population Fund (UNFPA), the Melissa & Bill Gates Foundation and the European Civil Protection and Humanitarian Aid Operations (ECHO)- funded consortium project with OXFAM, ADRA, and PDRN. To widen the reach of the response, World Vision also tapped local partner community-based organizations, Pangkaunlaran Development Association Inc., United Methodist Metro Santiago District and Green Meadow Development Foundation (GMDF), to help the flood-affected families in Northern Luzon.  As the response transitions from relief to recovery phase, World Vision is focused on providing support in shelter and livelihood sectors with emphasis on cash-based programming modalities. These include provision of shelter repair kits that include repair materials and carpentry tools and cash assistance for shelter repair.  As a child-focused organization, World Vision is concerned with the welfare of children especially those living in makeshift shelter where need for decent and livable space, protection and hygiene and sanitation in the midst of ongoing pandemic and continuing threat of natural hazard such as typhoon and heavy rains. In the education sector, Department of Education (DepEd) reported about 400,000 learning materials were damaged, adding difficulty for children to adapt and cope with the new normal learning approach.  'We want the affected families and children to feel the essence of generosity and oneness especially that Christmas season is already here,' says Fuerte. 'We thank our donors and sponsors who supported our efforts. Let us continue to pray and support for the recovery of the families.'","['Flood', 'Land Slide', 'Tropical Cyclone']","['Education', 'Protection and Human Rights', 'Shelter and Non-Food Items', 'Water Sanitation Hygiene']",['Philippines'],News and Press Release
3695011,"**The disaster response group, AKUT, pulled survivors from the rubble of last month's Aegean quake. Now, they're providing ongoing support to Turkey's displaced.**  By Talya Meyers  On October 30, a magnitude 7.0 earthquake originating in the Aegean Sea ripped through the province of Izmir, in Turkey, causing widespread damage to the country's third-largest city.  Immediately following the earthquake, a tsunami damaged parts of the coastline. At least 116 people were killed, and over 1,000 injured. According to the Turkish disaster response group, AKUT, more than 4,000 families have lost their homes.  More than 80 camps were established to house those displaced.  New aftershocks regularly shake the area, with more than 1,400 recorded thus far, AKUT reported. 'Every day we have at least magnitude 3 earthquakes,' said Gülçin Güreşçi, the group's CEO.  And although some have found alternate housing or have been accommodated in local hotels, hundreds are still living in campsites facing ongoing displacement as winter falls on Turkey.  In the aftermath of the quake, AKUT's volunteers dug through the rubble, rescuing nine people along with several cats and dogs ' and a rabbit, Güreşçi said.  It's no surprise. Originally founded by a small group of self-sufficient mountain climbers, AKUT, a Turkish search-and-rescue and aid organization, has grown to approximately 3,000 volunteers accustomed to disaster response ' and to providing ongoing and when the event is over.  After participating in the rescue effort, AKUT's next priority is to distribute much-needed supplies to people displaced by the quake.  **To support AKUT in its ongoing response to the earthquake, Direct Relief is providing the organization with a $50,000 emergency grant, along with a donation of emergency medical backpacks designed to address a wide range of health issues in the field.**  Güreşçi's biggest concern is those still living in camps, in close quarters amid the pandemic. To complicate matters, Turkey's cold winter has begun.  The group's support will focus on children, those with disabilities or at high risk of Covid complications, vulnerable women-led households, and Turkey's large refugee population.  The country currently hosts approximately 3.6 million Syrian refugees, along with hundreds of thousands from other nationalities. (The Brookings Institute said that Turkey hosts more refugees than any other country in the world.) According to AKUT, refugees are more likely to be afraid to ask for government or other support, due to their uncertain status.  AKUT is working to distribute bags containing emergency supplies such as blankets and headlamps, along with masks, hand sanitizer, and first aid kit materials to those still displaced by the quake. With Direct Relief's grant, the group anticipates that it will be able to reach approximately 2,000 people with support.  In addition, the group is working to promote awareness of Covid-19 in the camps and to educate those staying there about safe practices such as handwashing and social distancing.  Covid-19 and associated lockdowns have made it more complicated for AKUT to distribute aid, Güreşçi said. Although the organization has about 300 volunteers on the ground, they must move through the camps escorted and in small groups.  Officials running the camps 'want to see that we are protected from Covid and don't have Covid to spread,' she explained.  But Güreşçi said that the government has been responsive in providing housing, medical aid, and other support, and that community response has been strong as well.  'People are kind in Izmir,' she said.",['Earthquake'],"['Health', 'Shelter and Non-Food Items', 'Water Sanitation Hygiene']","['Syrian Arab Republic', 'Türkiye']",News and Press Release
3785137,"**TANNA VOLCANO**   19°32'0'S 169°26'30'E Summit 1184ft (361m)   Current Vanuatu Volcano Alert Level: **Level 2**  **Yasur volcano activity has intensified in the Level of major unrest state. The Volcanic Alert Level remains at Level 2.**   New observations on the ground indicate that the Yasur volcanic has emitted massive plumes of volcanic gases and ash that was observed at 2:30 pm on the 22nd of October 2021. With the emission of massive volcanic gases and ash, **the danger zone is increased to 1 KM around the volcano cone**. The danger zone for life safety is moved to Danger Zone B (*See Yasur caldera safety map below*).   Latest Analysis of the Yasur seismic data from the volcano monitoring system confirms that Yasur volcano activity has intensified, however volcanic alert level remains at level 2. The activity consists of ongoing massive emissions of volcanic gas and ash plumes. Some explosions remain intensified and volcanic projectiles or bombs may fall in and around the summit crater.   The Yasur Volcanic Alert Level (VAL) has remained in Level 2 since the 18th October 2016. The current observations are consistent with the activity of the Volcanic Alert Level 2. Level 2 indicates *'Major level of unrest; Danger zone has increased to 1 Km around the volcanic cone. ***With this current volcanic activity, it is a useful reminder that eruptions can occur with little or no warning.   ** Advice to all tourism agencies, visitors, local authorities, people from Tanna Island and general public that with this current activity and massive emissions of volcanic gases and ash plumes around the crater and following the wind direction, the danger zone (**Danger Zone B**) has increased to 1 km around the volcano cone. The level of risk for visitors accessing areas from the crater rim to the parking area (**Danger Zone A**) remains high. With this current level of activity, villages located close to the volcano may continue to expect volcanic gases and/or ash falls impacts, especially those exposed to the wind direction.   More information about the volcanic hazards can be found on the website:     The Department of Meteorology and Geohazards will continue to closely monitor this volcano activity. More information will be provided when necessary.   **Note** : *« Posted sign » : Signs will be installed later at the locations shown on the above image. For further information, please contact Geohazards Division at the Vanuatu Meteorology and Geohazards Department at [ ]( ) or 24686.*",['Volcano'],,['Vanuatu'],Situation Report
1649946,"HIGHLIGHTS  - UN Special Envoy announces month-long pause in peace negotiations  - USAID partner WFP provides food assistance in Al Qahira, previously unreachable due to insecurity  - Relief organizations continue to report security concerns, particularly in Ta'izz   KEY DEVELOPMENTS  - Republic of Yemen Government (RoYG) authorities, Al Houthi representatives, and other stakeholder delegations suspended UN-led peace negotiations on August 6 with plans to reconvene in September, according to the UN. Parties to the conflict plan to meet separately with the UN Special Envoy for Yemen Ismail Ould Cheikh Ahmed during the one-month suspension. The UN Special Envoy reiterated the importance of achieving a comprehensive economic and political solution and ensuring unhindered humanitarian access throughout the country.  - Violations of the cessation of hostilities (CoH) agreement that went into effect on April 10 continue in Al Jawf, Marib, and Ta'izz governorates, according to the UN. In a press statement on July 26, UN Resident and Humanitarian Coordinator (RC/HC) for Yemen Jamie McGoldrick appealed to all parties to the conflict to prioritize the protection of civilians and civilian needs and to ensure unhindered access to vulnerable populations, particularly in Ta'izz where fighting intensified in July.  - Heavy rainfall and floods since late July have affected an estimated 41,400 people and damaged agriculture, roads, and water infrastructure across eight of Yemen's 21 governorates. Humanitarian agencies are assessing needs among flood-affected populations and coordinating with local authorities to provide multi-sector emergency relief assistance, including health care support, safe drinking water, hygiene and sanitation items, and shelter materials.",['Insect Infestation'],"['Agriculture', 'Contributions', 'Food and Nutrition', 'Health', 'Logistics and Telecommunications', 'Peacekeeping and Peacebuilding', 'Protection and Human Rights', 'Shelter and Non-Food Items', 'Water Sanitation Hygiene']","['United States of America', 'Yemen']",Situation Report
1653266,"Heavy rain hit Mandalay yesterday, inundating low-lying areas, causing trees to fall and creating havoc on roads.  The four-hour rainfall started around 10 pm Saturday and tied the record for most rainfall in August with 6.2 inches. The flooding began to recede yesterday afternoon.  Isolated heavy rainfall is expected to pour down over Kayin State, Mon State, Nay Pyi Taw, Mandalay Region, Bago Region, Ayeyawady Region, Taninthayi Region and Rakhine State today, according to the Department of Meteorology and Hydrology.  Local people in Mandalay place the blame on land work projects for the flooding this year.  The land work has changed the waterway, causing it to overflow from the creeks and the Ayeyawady River.  'The situation of this year's flood, which submerged some areas with unusual strength, is considered to be because of man-made works, and La Nina has also made the situation worsen,' said Chief Minister of Mandalay Region Dr Zaw Myint Maung.  Aung Thant Khaing","['Flash Flood', 'Flood', 'Land Slide', 'Severe Local Storm']",,['Myanmar'],News and Press Release
3897372,"*'We must not wait for famine to be declared to act'*  Trócaire today warned of a rapid deterioration in the food crisis in drought-ravaged Somalia, saying the international community must not wait for famine to be declared to adequately respond.  Trócaire Country Director Manager for Somalia, Paul Healy, said the situation is the worst in living memory, with the number of people experiencing acute hunger already surpassing the number affected in the famine of 2011, when more than a quarter of a million people died. One in six people in the East African country are now facing extreme hunger.  The crisis is being replicated across the Horn and East Africa, including Ethiopia and South Sudan where Trócaire also operates, with one person now thought to be dying in the region every 36 seconds.  'Somalia is on the fast track towards famine, but we should not have to wait until famine is officially declared for a proper response. The international community needs to act and act now. What we are seeing on the ground is devastating. People are suffering. Children are dying.' said Mr Healy.   Mr Healy was speaking after the broadcast of a harrowing report on BBC One TV from a Trócaire hospital in Dollow, Gedo region, southern Somalia, where the aid agency provides critical health and nutrition support to over 200,000 people. The report captured the death from hunger of a two-year-old boy at the Dollow Health Referral Centre, and his subsequent burial afterwards by his family.  'This was heart-breaking to witness. But this is the reality our team on the ground and the communities are facing daily. Hunger is claiming lives at an ever-increasing rate. The alarm has been sounding for months but the international community and governments have not adequately responded. How many more people need to die before the world acts?'  He said climate change has wiped out crops and three million livestock have died in Somalia since mid-2021, with large parts of the country about to enter what is projected to be its fifth failed rainy season. A failed rainfall season in late 2022 would leave no prospects for recovery until at least the start of the next rainfall season in April 2023.  Mr Healy said a million people have been displaced in Somalia this year, 800,000 due to drought. 'The crisis has been exacerbated in many places by conflict, and by rising food prices due in part to the war in Ukraine, and reduced supply from neighbouring countries also struggling. This has resulted in sorghum, maize and wheat prices reaching near‑record to record levels in July, beyond the reach of most poor households who depend heavily on market purchases to access food.'  Mr Healy added that women are particularly hard hit by the crisis, reducing their own food to feed their children. Across the Horn of Africa region, increasing numbers of girls are in danger of leaving school as the crisis deepens, putting them at higher risk of child marriage and FGM. The number of children at risk of dropping out of school in Ethiopia, Kenya and Somalia due to the impact of the drought has tripled in the space of three months ' from 1.1. million to an estimated 3.3 million children.  Mr Healy said alarming levels of mortality and malnutrition are already occurring. 'We have seen the number of malnourished children coming to our health centres in Gedo for treatment triple in recent months. 'We are barely able to cope with the numbers in Gedo. Our stabilisation units are full. It questions what value the world is putting on human lives.'",['Drought'],"['Food and Nutrition', 'Health']","['Ethiopia', 'Somalia', 'South Sudan']",News and Press Release
1314266,"**HIGHLIGHTS**  - Earthquake affects 134,000 people; USAID partners lead response    - Humanitarian need increases significantly due to conflict and natural disaster    - IDPs exceed 1 million     **KEY DEVELOPMENTS**  - A magnitude 7.5 earthquake struck Afghanistan on October 26, resulting in 117 deaths, more than 500 injuries, and more than 20,000 damaged or destroyed homes. According to the UN, the earthquake affected nearly 134,000 people in 15 of Afghanistan's 34 provinces. As of November 23, approximately 131,000 people had received some form of humanitarian assistance in a response led by USAID/OFDA partners. However, nearly 200 affected villages remain inaccessible due to physical and security-related access constraints.  - Following an early October Afghan/U.S. military operation to regain control of Kunduz city, Kunduz Province, the Government of Afghanistan (GoA) and the UN Resident Coordinator led a joint needs assessment and security stabilization process during the week of October 23. Reports from non-governmental organizations (NGOs) estimate that approximately 96 percent of the 13,000 previously displaced families from Kunduz have returned.","['Cold Wave', 'Flash Flood', 'Flood', 'Land Slide', 'Snow Avalanche']","['Agriculture', 'Contributions', 'Coordination', 'Disaster Management', 'Food and Nutrition', 'Health', 'Logistics and Telecommunications', 'Protection and Human Rights', 'Safety and Security', 'Shelter and Non-Food Items']","['Afghanistan', 'Pakistan', 'United States of America']",Situation Report
